"Subject_ID" "Activity" "Measurement" "Average"
"3093" 8 "Sitting" "tGravityAcc-std()-Y" -0.937462301369565
"3094" 8 "Sitting" "tGravityAcc-std()-Z" -0.935475331521739
"3095" 8 "Sitting" "tGravityAccMag-mean()" -0.952139704347826
"3096" 8 "Sitting" "tGravityAccMag-std()" -0.929943615630435
"3097" 8 "Standing" "angle(tBodyAccJerkMean),gravityMean)" -0.00820462124444444
"3098" 8 "Standing" "angle(tBodyAccMean,gravity)" 0.0258949006127778
"3099" 8 "Standing" "angle(tBodyGyroJerkMean,gravityMean)" -0.0319347857407407
"3100" 8 "Standing" "angle(tBodyGyroMean,gravityMean)" 0.0152465735555556
"3101" 8 "Standing" "angle(X,gravityMean)" -0.840839661296296
"3102" 8 "Standing" "angle(Y,gravityMean)" 0.145565477037037
"3103" 8 "Standing" "angle(Z,gravityMean)" 0.0905212998148148
"3104" 8 "Standing" "fBodyAcc-mean()-X" -0.988219862222222
"3105" 8 "Standing" "fBodyAcc-mean()-Y" -0.9500491
"3106" 8 "Standing" "fBodyAcc-mean()-Z" -0.950362935555556
"3107" 8 "Standing" "fBodyAcc-meanFreq()-X" 0.0231155666555556
"3108" 8 "Standing" "fBodyAcc-meanFreq()-Y" 0.0771842726148148
"3109" 8 "Standing" "fBodyAcc-meanFreq()-Z" 0.121181473814815
"3110" 8 "Standing" "fBodyAcc-std()-X" -0.98918374962963
"3111" 8 "Standing" "fBodyAcc-std()-Y" -0.936231722777778
"3112" 8 "Standing" "fBodyAcc-std()-Z" -0.919744963888889
"3113" 8 "Standing" "fBodyAccJerk-mean()-X" -0.989029238518519
"3114" 8 "Standing" "fBodyAccJerk-mean()-Y" -0.976177675
"3115" 8 "Standing" "fBodyAccJerk-mean()-Z" -0.979477193333333
"3116" 8 "Standing" "fBodyAccJerk-meanFreq()-X" 0.267296230824074
"3117" 8 "Standing" "fBodyAccJerk-meanFreq()-Y" -0.0598195579537037
"3118" 8 "Standing" "fBodyAccJerk-meanFreq()-Z" 0.0692831244296296
"3119" 8 "Standing" "fBodyAccJerk-std()-X" -0.990414086851852
"3120" 8 "Standing" "fBodyAccJerk-std()-Y" -0.97858173
"3121" 8 "Standing" "fBodyAccJerk-std()-Z" -0.984465744444444
"3122" 8 "Standing" "fBodyAccMag-mean()" -0.953746070740741
"3123" 8 "Standing" "fBodyAccMag-meanFreq()" 0.110646845581481
"3124" 8 "Standing" "fBodyAccMag-std()" -0.938628186322222
"3125" 8 "Standing" "fBodyBodyAccJerkMag-mean()" -0.979745872037037
"3126" 8 "Standing" "fBodyBodyAccJerkMag-meanFreq()" 0.308060633885185
"3127" 8 "Standing" "fBodyBodyAccJerkMag-std()" -0.979135440925926
"3128" 8 "Standing" "fBodyBodyGyroJerkMag-mean()" -0.983709233333333
"3129" 8 "Standing" "fBodyBodyGyroJerkMag-meanFreq()" 0.179173689962963
"3130" 8 "Standing" "fBodyBodyGyroJerkMag-std()" -0.981832336296296
"3131" 8 "Standing" "fBodyBodyGyroMag-mean()" -0.964564224074074
"3132" 8 "Standing" "fBodyBodyGyroMag-meanFreq()" -0.108780315687387
"3133" 8 "Standing" "fBodyBodyGyroMag-std()" -0.954119826296296
"3134" 8 "Standing" "fBodyGyro-mean()-X" -0.969677435925926
"3135" 8 "Standing" "fBodyGyro-mean()-Y" -0.972595487037037
"3136" 8 "Standing" "fBodyGyro-mean()-Z" -0.975512276666667
"3137" 8 "Standing" "fBodyGyro-meanFreq()-X" -0.154243187048148
"3138" 8 "Standing" "fBodyGyro-meanFreq()-Y" -0.197392513112963
"3139" 8 "Standing" "fBodyGyro-meanFreq()-Z" 0.0222011082111111
"3140" 8 "Standing" "fBodyGyro-std()-X" -0.974200997592593
"3141" 8 "Standing" "fBodyGyro-std()-Y" -0.968055495925926
"3142" 8 "Standing" "fBodyGyro-std()-Z" -0.975976456111111
"3143" 8 "Standing" "tBodyAcc-mean()-X" 0.279620986111111
"3144" 8 "Standing" "tBodyAcc-mean()-Y" -0.0148113067148148
"3145" 8 "Standing" "tBodyAcc-mean()-Z" -0.106114996837037
"3146" 8 "Standing" "tBodyAcc-std()-X" -0.988815418148148
"3147" 8 "Standing" "tBodyAcc-std()-Y" -0.938479429074074
"3148" 8 "Standing" "tBodyAcc-std()-Z" -0.926065255185185
"3149" 8 "Standing" "tBodyAccJerk-mean()-X" 0.0753739045185185
"3150" 8 "Standing" "tBodyAccJerk-mean()-Y" 0.00814951727462963
"3151" 8 "Standing" "tBodyAccJerk-mean()-Z" 0.00322153267648148
"3152" 8 "Standing" "tBodyAccJerk-std()-X" -0.989198879814815
"3153" 8 "Standing" "tBodyAccJerk-std()-Y" -0.976442140740741
"3154" 8 "Standing" "tBodyAccJerk-std()-Z" -0.982610899259259
"3155" 8 "Standing" "tBodyAccJerkMag-mean()" -0.984920797777778
"3156" 8 "Standing" "tBodyAccJerkMag-std()" -0.979932239074074
"3157" 8 "Standing" "tBodyAccMag-mean()" -0.953762884074074
"3158" 8 "Standing" "tBodyAccMag-std()" -0.937187185222222
"3159" 8 "Standing" "tBodyGyro-mean()-X" -0.0219671978203704
"3160" 8 "Standing" "tBodyGyro-mean()-Y" -0.0280117633814815
"3161" 8 "Standing" "tBodyGyro-mean()-Z" 0.063688907
"3162" 8 "Standing" "tBodyGyro-std()-X" -0.972990379814815
"3163" 8 "Standing" "tBodyGyro-std()-Y" -0.969421045555556
"3164" 8 "Standing" "tBodyGyro-std()-Z" -0.974118322407407
"3165" 8 "Standing" "tBodyGyroJerk-mean()-X" -0.097757576
"3166" 8 "Standing" "tBodyGyroJerk-mean()-Y" -0.0485190684259259
"3167" 8 "Standing" "tBodyGyroJerk-mean()-Z" -0.0478483225666667
"3168" 8 "Standing" "tBodyGyroJerk-std()-X" -0.981573085740741
"3169" 8 "Standing" "tBodyGyroJerk-std()-Y" -0.985508765185185
"3170" 8 "Standing" "tBodyGyroJerk-std()-Z" -0.989270900740741
"3171" 8 "Standing" "tBodyGyroJerkMag-mean()" -0.987580587777778
"3172" 8 "Standing" "tBodyGyroJerkMag-std()" -0.982460332222222
"3173" 8 "Standing" "tBodyGyroMag-mean()" -0.952848496851852
"3174" 8 "Standing" "tBodyGyroMag-std()" -0.95322478962963
"3175" 8 "Standing" "tGravityAcc-mean()-X" 0.957669921111111
"3176" 8 "Standing" "tGravityAcc-mean()-Y" -0.0904603488214815
"3177" 8 "Standing" "tGravityAcc-mean()-Z" -0.0979392024814815
"3178" 8 "Standing" "tGravityAcc-std()-X" -0.987690217222222
"3179" 8 "Standing" "tGravityAcc-std()-Y" -0.958904114074074
"3180" 8 "Standing" "tGravityAcc-std()-Z" -0.918293913703704
"3181" 8 "Standing" "tGravityAccMag-mean()" -0.953762884074074
"3182" 8 "Standing" "tGravityAccMag-std()" -0.937187185222222
"3183" 8 "Laying" "angle(tBodyAccJerkMean),gravityMean)" -0.0219448739555556
"3184" 8 "Laying" "angle(tBodyAccMean,gravity)" -0.0244904310703704
"3185" 8 "Laying" "angle(tBodyGyroJerkMean,gravityMean)" 0.0137316829166667
"3186" 8 "Laying" "angle(tBodyGyroMean,gravityMean)" 0.0106333070925926
"3187" 8 "Laying" "angle(X,gravityMean)" 0.542597408518519
"3188" 8 "Laying" "angle(Y,gravityMean)" -0.400681373333333
"3189" 8 "Laying" "angle(Z,gravityMean)" -0.601885211481481
"3190" 8 "Laying" "fBodyAcc-mean()-X" -0.953538563888889
"3191" 8 "Laying" "fBodyAcc-mean()-Y" -0.951816663703704
"3192" 8 "Laying" "fBodyAcc-mean()-Z" -0.944269514074074
"3193" 8 "Laying" "fBodyAcc-meanFreq()-X" -0.307248374366667
"3194" 8 "Laying" "fBodyAcc-meanFreq()-Y" 0.00539754357407408
"3195" 8 "Laying" "fBodyAcc-meanFreq()-Z" 0.192435787087778
"3196" 8 "Laying" "fBodyAcc-std()-X" -0.940125298333333
"3197" 8 "Laying" "fBodyAcc-std()-Y" -0.931236756962963
"3198" 8 "Laying" "fBodyAcc-std()-Z" -0.931146497518519
"3199" 8 "Laying" "fBodyAccJerk-mean()-X" -0.973110596111111
"3200" 8 "Laying" "fBodyAccJerk-mean()-Y" -0.975877437407407
"3201" 8 "Laying" "fBodyAccJerk-mean()-Z" -0.962111136666667
"3202" 8 "Laying" "fBodyAccJerk-meanFreq()-X" 0.164984298959259
"3203" 8 "Laying" "fBodyAccJerk-meanFreq()-Y" 0.00667286421111111
"3204" 8 "Laying" "fBodyAccJerk-meanFreq()-Z" 0.120248739635185
"3205" 8 "Laying" "fBodyAccJerk-std()-X" -0.975959911481481
"3206" 8 "Laying" "fBodyAccJerk-std()-Y" -0.979170881666667
"3207" 8 "Laying" "fBodyAccJerk-std()-Z" -0.968699222962963
"3208" 8 "Laying" "fBodyAccMag-mean()" -0.932279645518518
"3209" 8 "Laying" "fBodyAccMag-meanFreq()" 0.0484988463518519
"3210" 8 "Laying" "fBodyAccMag-std()" -0.917257979425926
"3211" 8 "Laying" "fBodyBodyAccJerkMag-mean()" -0.961792852407407
"3212" 8 "Laying" "fBodyBodyAccJerkMag-meanFreq()" 0.350822601333333
"3213" 8 "Laying" "fBodyBodyAccJerkMag-std()" -0.963791094259259
"3214" 8 "Laying" "fBodyBodyGyroJerkMag-mean()" -0.968403945925926
"3215" 8 "Laying" "fBodyBodyGyroJerkMag-meanFreq()" 0.219371246142593
"3216" 8 "Laying" "fBodyBodyGyroJerkMag-std()" -0.971793279814815
"3217" 8 "Laying" "fBodyBodyGyroMag-mean()" -0.944528950555556
"3218" 8 "Laying" "fBodyBodyGyroMag-meanFreq()" -0.0620563752462963
"3219" 8 "Laying" "fBodyBodyGyroMag-std()" -0.93678697
"3220" 8 "Laying" "fBodyGyro-mean()-X" -0.957903886111111
"3221" 8 "Laying" "fBodyGyro-mean()-Y" -0.957411160185185
"3222" 8 "Laying" "fBodyGyro-mean()-Z" -0.967461239074074
"3223" 8 "Laying" "fBodyGyro-meanFreq()-X" -0.105590903972222
"3224" 8 "Laying" "fBodyGyro-meanFreq()-Y" -0.199880205519074
"3225" 8 "Laying" "fBodyGyro-meanFreq()-Z" 0.213568382200185
"3226" 8 "Laying" "fBodyGyro-std()-X" -0.967846360740741
"3227" 8 "Laying" "fBodyGyro-std()-Y" -0.950316470925926
"3228" 8 "Laying" "fBodyGyro-std()-Z" -0.970671966481481
"3229" 8 "Laying" "tBodyAcc-mean()-X" 0.261254282907407
"3230" 8 "Laying" "tBodyAcc-mean()-Y" -0.0212281733881481
"3231" 8 "Laying" "tBodyAcc-mean()-Z" -0.102245365611111
"3232" 8 "Laying" "tBodyAcc-std()-X" -0.94304121537037
"3233" 8 "Laying" "tBodyAcc-std()-Y" -0.93489116
"3234" 8 "Laying" "tBodyAcc-std()-Z" -0.932491454407407
"3235" 8 "Laying" "tBodyAccJerk-mean()-X" 0.0878326902592593
"3236" 8 "Laying" "tBodyAccJerk-mean()-Y" 0.0233299159137037
"3237" 8 "Laying" "tBodyAccJerk-mean()-Z" -0.0169218791344444
"3238" 8 "Laying" "tBodyAccJerk-std()-X" -0.973253042222222
"3239" 8 "Laying" "tBodyAccJerk-std()-Y" -0.976520952037037
"3240" 8 "Laying" "tBodyAccJerk-std()-Z" -0.96608757462963
"3241" 8 "Laying" "tBodyAccJerkMag-mean()" -0.97314748962963
"3242" 8 "Laying" "tBodyAccJerkMag-std()" -0.962954517222222
"3243" 8 "Laying" "tBodyAccMag-mean()" -0.935308633888889
"3244" 8 "Laying" "tBodyAccMag-std()" -0.91325033
"3245" 8 "Laying" "tBodyGyro-mean()-X" 0.00535361206851852
"3246" 8 "Laying" "tBodyGyro-mean()-Y" -0.0891374138592593
"3247" 8 "Laying" "tBodyGyro-mean()-Z" 0.13818830737037
"3248" 8 "Laying" "tBodyGyro-std()-X" -0.965204017592593
"3249" 8 "Laying" "tBodyGyro-std()-Y" -0.952039385740741
"3250" 8 "Laying" "tBodyGyro-std()-Z" -0.96758975462963
"3251" 8 "Laying" "tBodyGyroJerk-mean()-X" -0.106445008314815
"3252" 8 "Laying" "tBodyGyroJerk-mean()-Y" -0.0389735198722222
"3253" 8 "Laying" "tBodyGyroJerk-mean()-Z" -0.0694123150925926
"3254" 8 "Laying" "tBodyGyroJerk-std()-X" -0.969924077407407
"3255" 8 "Laying" "tBodyGyroJerk-std()-Y" -0.974186451851852
"3256" 8 "Laying" "tBodyGyroJerk-std()-Z" -0.987601203703704
"3257" 8 "Laying" "tBodyGyroJerkMag-mean()" -0.978438191296296
"3258" 8 "Laying" "tBodyGyroJerkMag-std()" -0.969029111666667
"3259" 8 "Laying" "tBodyGyroMag-mean()" -0.924253348518518
"3260" 8 "Laying" "tBodyGyroMag-std()" -0.932470764444444
"3261" 8 "Laying" "tGravityAcc-mean()-X" -0.405930036111111
"3262" 8 "Laying" "tGravityAcc-mean()-Y" 0.589922434814815
"3263" 8 "Laying" "tGravityAcc-mean()-Z" 0.719831539259259
"3264" 8 "Laying" "tGravityAcc-std()-X" -0.918873192333333
"3265" 8 "Laying" "tGravityAcc-std()-Y" -0.957990036481482
"3266" 8 "Laying" "tGravityAcc-std()-Z" -0.94183626337037
"3267" 8 "Laying" "tGravityAccMag-mean()" -0.935308633888889
"3268" 8 "Laying" "tGravityAccMag-std()" -0.91325033
"3269" 11 "Walking" "angle(tBodyAccJerkMean),gravityMean)" -0.0436671078627119
"3270" 11 "Walking" "angle(tBodyAccMean,gravity)" 0.0619381137627119
"3271" 11 "Walking" "angle(tBodyGyroJerkMean,gravityMean)" 0.0128608812542373
"3272" 11 "Walking" "angle(tBodyGyroMean,gravityMean)" 0.0579730796779661
"3273" 11 "Walking" "angle(X,gravityMean)" -0.770427852881356
"3274" 11 "Walking" "angle(Y,gravityMean)" 0.228650907627119
"3275" 11 "Walking" "angle(Z,gravityMean)" -0.0716213475762712
"3276" 11 "Walking" "fBodyAcc-mean()-X" -0.396533731864407
"3277" 11 "Walking" "fBodyAcc-mean()-Y" -0.0830478435976271
"3278" 11 "Walking" "fBodyAcc-mean()-Z" -0.616402910169492
"3279" 11 "Walking" "fBodyAcc-meanFreq()-X" -0.37360793220339
"3280" 11 "Walking" "fBodyAcc-meanFreq()-Y" 0.0128761033966102
"3281" 11 "Walking" "fBodyAcc-meanFreq()-Z" 0.0404557559132203
"3282" 11 "Walking" "fBodyAcc-std()-X" -0.433703311525424
"3283" 11 "Walking" "fBodyAcc-std()-Y" -0.0966068285372881
"3284" 11 "Walking" "fBodyAcc-std()-Z" -0.523093394915254
"3285" 11 "Walking" "fBodyAccJerk-mean()-X" -0.453265268813559
"3286" 11 "Walking" "fBodyAccJerk-mean()-Y" -0.241801726186441
"3287" 11 "Walking" "fBodyAccJerk-mean()-Z" -0.69259387220339
"3288" 11 "Walking" "fBodyAccJerk-meanFreq()-X" -0.353419932627119
"3289" 11 "Walking" "fBodyAccJerk-meanFreq()-Y" -0.427889402576271
"3290" 11 "Walking" "fBodyAccJerk-meanFreq()-Z" -0.0923919508661017
"3291" 11 "Walking" "fBodyAccJerk-std()-X" -0.45394304
"3292" 11 "Walking" "fBodyAccJerk-std()-Y" -0.170177403123729
"3293" 11 "Walking" "fBodyAccJerk-std()-Z" -0.747564612033898
"3294" 11 "Walking" "fBodyAccMag-mean()" -0.458514062542373
"3295" 11 "Walking" "fBodyAccMag-meanFreq()" 0.0935818048854746
"3296" 11 "Walking" "fBodyAccMag-std()" -0.584455992033898
"3297" 11 "Walking" "fBodyBodyAccJerkMag-mean()" -0.395116134237288
"3298" 11 "Walking" "fBodyBodyAccJerkMag-meanFreq()" 0.0844543080474576
"3299" 11 "Walking" "fBodyBodyAccJerkMag-std()" -0.41744681559322
"3300" 11 "Walking" "fBodyBodyGyroJerkMag-mean()" -0.751914457457627
"3301" 11 "Walking" "fBodyBodyGyroJerkMag-meanFreq()" 0.0563648369084746
"3302" 11 "Walking" "fBodyBodyGyroJerkMag-std()" -0.773574064745763
"3303" 11 "Walking" "fBodyBodyGyroMag-mean()" -0.610222628813559
"3304" 11 "Walking" "fBodyBodyGyroMag-meanFreq()" -0.0748370693566102
"3305" 11 "Walking" "fBodyBodyGyroMag-std()" -0.59974543779661
"3306" 11 "Walking" "fBodyGyro-mean()-X" -0.514753307627119
"3307" 11 "Walking" "fBodyGyro-mean()-Y" -0.593107398474576
"3308" 11 "Walking" "fBodyGyro-mean()-Z" -0.398293336610169
"3309" 11 "Walking" "fBodyGyro-meanFreq()-X" -0.175946093932203
"3310" 11 "Walking" "fBodyGyro-meanFreq()-Y" -0.297177112525424
"3311" 11 "Walking" "fBodyGyro-meanFreq()-Z" -0.184065788254237
"3312" 11 "Walking" "fBodyGyro-std()-X" -0.623150268983051
"3313" 11 "Walking" "fBodyGyro-std()-Y" -0.453663184067797
"3314" 11 "Walking" "fBodyGyro-std()-Z" -0.498554639491525
"3315" 11 "Walking" "tBodyAcc-mean()-X" 0.271821892881356
"3316" 11 "Walking" "tBodyAcc-mean()-Y" -0.0166475833623729
"3317" 11 "Walking" "tBodyAcc-mean()-Z" -0.106096304033898
"3318" 11 "Walking" "tBodyAcc-std()-X" -0.422842071864407
"3319" 11 "Walking" "tBodyAcc-std()-Y" -0.0522120750440678
"3320" 11 "Walking" "tBodyAcc-std()-Z" -0.530626311355932
"3321" 11 "Walking" "tBodyAccJerk-mean()-X" 0.0829709328491525
"3322" 11 "Walking" "tBodyAccJerk-mean()-Y" 0.0127682476559322
"3323" 11 "Walking" "tBodyAccJerk-mean()-Z" -0.013364827779661
"3324" 11 "Walking" "tBodyAccJerk-std()-X" -0.428516343559322
"3325" 11 "Walking" "tBodyAccJerk-std()-Y" -0.181419230254237
"3326" 11 "Walking" "tBodyAccJerk-std()-Z" -0.720654731186441
"3327" 11 "Walking" "tBodyAccJerkMag-mean()" -0.402333202033898
"3328" 11 "Walking" "tBodyAccJerkMag-std()" -0.403141284745763
"3329" 11 "Walking" "tBodyAccMag-mean()" -0.288323472033898
"3330" 11 "Walking" "tBodyAccMag-std()" -0.487735915084746
"3331" 11 "Walking" "tBodyGyro-mean()-X" -0.0426928995457627
"3332" 11 "Walking" "tBodyGyro-mean()-Y" -0.0705104974254237
"3333" 11 "Walking" "tBodyGyro-mean()-Z" 0.0843744495507542
"3334" 11 "Walking" "tBodyGyro-std()-X" -0.596346930847458
"3335" 11 "Walking" "tBodyGyro-std()-Y" -0.499625287288136
"3336" 11 "Walking" "tBodyGyro-std()-Z" -0.434178202542373
"3337" 11 "Walking" "tBodyGyroJerk-mean()-X" -0.0918204195491525
"3338" 11 "Walking" "tBodyGyroJerk-mean()-Y" -0.0514172549559322
"3339" 11 "Walking" "tBodyGyroJerk-mean()-Z" -0.0342677451
"3340" 11 "Walking" "tBodyGyroJerk-std()-X" -0.541616397118644
"3341" 11 "Walking" "tBodyGyroJerk-std()-Y" -0.737993755932203
"3342" 11 "Walking" "tBodyGyroJerk-std()-Z" -0.551079942542373
"3343" 11 "Walking" "tBodyGyroJerkMag-mean()" -0.63073270559322
"3344" 11 "Walking" "tBodyGyroJerkMag-std()" -0.753671416101695
"3345" 11 "Walking" "tBodyGyroMag-mean()" -0.421801673559322
"3346" 11 "Walking" "tBodyGyroMag-std()" -0.558362783220339
"3347" 11 "Walking" "tGravityAcc-mean()-X" 0.946468451355932
"3348" 11 "Walking" "tGravityAcc-mean()-Y" -0.212045870169492
"3349" 11 "Walking" "tGravityAcc-mean()-Z" 0.134053215101695
"3350" 11 "Walking" "tGravityAcc-std()-X" -0.98110101440678
"3351" 11 "Walking" "tGravityAcc-std()-Y" -0.966240553559322
"3352" 11 "Walking" "tGravityAcc-std()-Z" -0.960852684067797
"3353" 11 "Walking" "tGravityAccMag-mean()" -0.288323472033898
"3354" 11 "Walking" "tGravityAccMag-std()" -0.487735915084746
"3355" 11 "Walking_Upstairs" "angle(tBodyAccJerkMean),gravityMean)" -0.0632903681592593
"3356" 11 "Walking_Upstairs" "angle(tBodyAccMean,gravity)" -0.0168575571111111
"3357" 11 "Walking_Upstairs" "angle(tBodyGyroJerkMean,gravityMean)" -0.0708590174814815
"3358" 11 "Walking_Upstairs" "angle(tBodyGyroMean,gravityMean)" -0.00955657777777778
"3359" 11 "Walking_Upstairs" "angle(X,gravityMean)" -0.645453650555556
"3360" 11 "Walking_Upstairs" "angle(Y,gravityMean)" 0.321428288888889
"3361" 11 "Walking_Upstairs" "angle(Z,gravityMean)" -0.0805376936666667
"3362" 11 "Walking_Upstairs" "fBodyAcc-mean()-X" -0.355348902222222
"3363" 11 "Walking_Upstairs" "fBodyAcc-mean()-Y" -0.254645206944444
"3364" 11 "Walking_Upstairs" "fBodyAcc-mean()-Z" -0.551742083518519
"3365" 11 "Walking_Upstairs" "fBodyAcc-meanFreq()-X" -0.52447937047037
"3366" 11 "Walking_Upstairs" "fBodyAcc-meanFreq()-Y" -0.189232158777778
"3367" 11 "Walking_Upstairs" "fBodyAcc-meanFreq()-Z" -0.486549897222222
"3368" 11 "Walking_Upstairs" "fBodyAcc-std()-X" -0.198733655611111
"3369" 11 "Walking_Upstairs" "fBodyAcc-std()-Y" -0.0885048145574074
"3370" 11 "Walking_Upstairs" "fBodyAcc-std()-Z" -0.113701770190741
"3371" 11 "Walking_Upstairs" "fBodyAccJerk-mean()-X" -0.495927371666667
"3372" 11 "Walking_Upstairs" "fBodyAccJerk-mean()-Y" -0.455317917037037
"3373" 11 "Walking_Upstairs" "fBodyAccJerk-mean()-Z" -0.765387905555556
"3374" 11 "Walking_Upstairs" "fBodyAccJerk-meanFreq()-X" -0.446992354759259
"3375" 11 "Walking_Upstairs" "fBodyAccJerk-meanFreq()-Y" -0.461641074074074
"3376" 11 "Walking_Upstairs" "fBodyAccJerk-meanFreq()-Z" -0.482497119833333
"3377" 11 "Walking_Upstairs" "fBodyAccJerk-std()-X" -0.458255021296296
"3378" 11 "Walking_Upstairs" "fBodyAccJerk-std()-Y" -0.437276328518518
"3379" 11 "Walking_Upstairs" "fBodyAccJerk-std()-Z" -0.803845087037037
"3380" 11 "Walking_Upstairs" "fBodyAccMag-mean()" -0.336061027407407
"3381" 11 "Walking_Upstairs" "fBodyAccMag-meanFreq()" -0.137089383
"3382" 11 "Walking_Upstairs" "fBodyAccMag-std()" -0.376027878888889
"3383" 11 "Walking_Upstairs" "fBodyBodyAccJerkMag-mean()" -0.475928501666667
"3384" 11 "Walking_Upstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.0149014800925926
"3385" 11 "Walking_Upstairs" "fBodyBodyAccJerkMag-std()" -0.513703461481481
"3386" 11 "Walking_Upstairs" "fBodyBodyGyroJerkMag-mean()" -0.795986113703704
"3387" 11 "Walking_Upstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.0153270269092593
"3388" 11 "Walking_Upstairs" "fBodyBodyGyroJerkMag-std()" -0.822428718888889
"3389" 11 "Walking_Upstairs" "fBodyBodyGyroMag-mean()" -0.55009966
"3390" 11 "Walking_Upstairs" "fBodyBodyGyroMag-meanFreq()" -0.377996100925926
"3391" 11 "Walking_Upstairs" "fBodyBodyGyroMag-std()" -0.381223382777778
"3392" 11 "Walking_Upstairs" "fBodyGyro-mean()-X" -0.471782782222222
"3393" 11 "Walking_Upstairs" "fBodyGyro-mean()-Y" -0.581167154444444
"3394" 11 "Walking_Upstairs" "fBodyGyro-mean()-Z" -0.674671878518519
"3395" 11 "Walking_Upstairs" "fBodyGyro-meanFreq()-X" -0.245040398462963
"3396" 11 "Walking_Upstairs" "fBodyGyro-meanFreq()-Y" -0.63553191687037
"3397" 11 "Walking_Upstairs" "fBodyGyro-meanFreq()-Z" -0.183328377796296
"3398" 11 "Walking_Upstairs" "fBodyGyro-std()-X" -0.517811645740741
"3399" 11 "Walking_Upstairs" "fBodyGyro-std()-Y" -0.153787850538889
"3400" 11 "Walking_Upstairs" "fBodyGyro-std()-Z" -0.729928728518519
"3401" 11 "Walking_Upstairs" "tBodyAcc-mean()-X" 0.263775859277778
"3402" 11 "Walking_Upstairs" "tBodyAcc-mean()-Y" -0.0303157822055556
"3403" 11 "Walking_Upstairs" "tBodyAcc-mean()-Z" -0.106797216481481
"3404" 11 "Walking_Upstairs" "tBodyAcc-std()-X" -0.238802959018519
"3405" 11 "Walking_Upstairs" "tBodyAcc-std()-Y" -0.103167501868519
"3406" 11 "Walking_Upstairs" "tBodyAcc-std()-Z" -0.203369399185185
"3407" 11 "Walking_Upstairs" "tBodyAccJerk-mean()-X" 0.0968561683092593
"3408" 11 "Walking_Upstairs" "tBodyAccJerk-mean()-Y" -0.0132625289255556
"3409" 11 "Walking_Upstairs" "tBodyAccJerk-mean()-Z" -0.0151463896833333
"3410" 11 "Walking_Upstairs" "tBodyAccJerk-std()-X" -0.452961683518519
"3411" 11 "Walking_Upstairs" "tBodyAccJerk-std()-Y" -0.428119229814815
"3412" 11 "Walking_Upstairs" "tBodyAccJerk-std()-Z" -0.785359167222222
"3413" 11 "Walking_Upstairs" "tBodyAccJerkMag-mean()" -0.509587701296296
"3414" 11 "Walking_Upstairs" "tBodyAccJerkMag-std()" -0.490485807222222
"3415" 11 "Walking_Upstairs" "tBodyAccMag-mean()" -0.132594623759259
"3416" 11 "Walking_Upstairs" "tBodyAccMag-std()" -0.289592148148148
"3417" 11 "Walking_Upstairs" "tBodyGyro-mean()-X" -0.0820909701727778
"3418" 11 "Walking_Upstairs" "tBodyGyro-mean()-Y" -0.0566928808703704
"3419" 11 "Walking_Upstairs" "tBodyGyro-mean()-Z" 0.0638054379968518
"3420" 11 "Walking_Upstairs" "tBodyGyro-std()-X" -0.501331630185185
"3421" 11 "Walking_Upstairs" "tBodyGyro-std()-Y" -0.28204453962963
"3422" 11 "Walking_Upstairs" "tBodyGyro-std()-Z" -0.694658851666667
"3423" 11 "Walking_Upstairs" "tBodyGyroJerk-mean()-X" -0.0645245413759259
"3424" 11 "Walking_Upstairs" "tBodyGyroJerk-mean()-Y" -0.0719834687944444
"3425" 11 "Walking_Upstairs" "tBodyGyroJerk-mean()-Z" -0.046076149625
"3426" 11 "Walking_Upstairs" "tBodyGyroJerk-std()-X" -0.660431336111111
"3427" 11 "Walking_Upstairs" "tBodyGyroJerk-std()-Y" -0.809459436666667
"3428" 11 "Walking_Upstairs" "tBodyGyroJerk-std()-Z" -0.777173388518518
"3429" 11 "Walking_Upstairs" "tBodyGyroJerkMag-mean()" -0.757314813888889
"3430" 11 "Walking_Upstairs" "tBodyGyroJerkMag-std()" -0.80112703962963
"3431" 11 "Walking_Upstairs" "tBodyGyroMag-mean()" -0.255048336944444
"3432" 11 "Walking_Upstairs" "tBodyGyroMag-std()" -0.377909862407407
"3433" 11 "Walking_Upstairs" "tGravityAcc-mean()-X" 0.892626155555556
"3434" 11 "Walking_Upstairs" "tGravityAcc-mean()-Y" -0.343576924814815
"3435" 11 "Walking_Upstairs" "tGravityAcc-mean()-Z" 0.146633747092593
"3436" 11 "Walking_Upstairs" "tGravityAcc-std()-X" -0.953463105740741
"3437" 11 "Walking_Upstairs" "tGravityAcc-std()-Y" -0.924360832962963
"3438" 11 "Walking_Upstairs" "tGravityAcc-std()-Z" -0.906933171111111
"3439" 11 "Walking_Upstairs" "tGravityAccMag-mean()" -0.132594623759259
"3440" 11 "Walking_Upstairs" "tGravityAccMag-std()" -0.289592148148148
"3441" 11 "Walking_Downstairs" "angle(tBodyAccJerkMean),gravityMean)" 0.0251428884217391
"3442" 11 "Walking_Downstairs" "angle(tBodyAccMean,gravity)" -0.0465072536521739
"3443" 11 "Walking_Downstairs" "angle(tBodyGyroJerkMean,gravityMean)" -0.223672056052174
"3444" 11 "Walking_Downstairs" "angle(tBodyGyroMean,gravityMean)" 0.297576119782609
"3445" 11 "Walking_Downstairs" "angle(X,gravityMean)" -0.780245904347826
